Review_Positivity_Rate,Review_Total_Negative_Word_Counts,Review_Total_Positive_Word_Counts
30.4348,80,35
15.0259,164,29
37.3984,154,92
90.799,38,375
23.3333,138,42
3.64238,291,11
15.7895,240,45
8.04598,160,14
58.4296,180,253
98.0198,2,99
1.8018,109,2
60.4167,57,87
3.05556,349,11
41.9811,123,89
96.2536,13,334
39.0728,92,59
57.9832,50,69
93.8596,7,107
70.9333,109,266
3.8674,174,7
62.3077,49,81
34.8837,112,60
3.7037,156,6
22.7642,95,28
23.8095,80,25
34.8214,73,39
3.65854,237,9
98.4848,2,130
50.6944,71,73
77.8351,43,151
33.7079,118,60
47.1154,55,49
73.0337,24,65
30.4054,103,45
65.5556,62,118
44.4444,65,52
31.068,71,32
47.651,78,71
60.7143,55,85
49.5575,57,56
46.4646,53,46
85.1485,15,86
88.806,15,119
52.8517,124,139
43.4343,56,43
91.3462,9,95
41.9889,105,76
2.53165,231,6
7.7381,155,13
13.5922,89,14
51.2397,59,62
83.2714,45,224
53.7634,43,50
89.3023,23,192
32.5581,87,42
13.2029,355,54
46.5649,70,61
45.0382,72,59
51.4851,147,156
42.3611,83,61
23.1481,83,25
10.3774,190,22
52.1277,90,98
26.7016,140,51
12.9412,222,33
60.8871,97,151
58.3333,70,98
80.1724,23,93
49.2188,65,63
42.9412,97,73
25.9259,180,63
32.4324,150,72
5.65217,217,13
97.5207,3,118
55.0595,151,185
10.3704,121,14
35.9375,123,69
27.1889,158,59
62.2517,57,94
93.3333,12,168
24.4755,108,35
58.5034,61,86
36.2205,81,46
40.8,74,51
50.6849,108,111
9.69697,149,16
69.1667,37,83
93.8775,6,92
44.9541,60,49
21.7687,115,32
60.4478,53,81
42.3529,49,36
11.5942,122,16
4.32432,177,8
40.7767,61,42
19.6429,135,33
49.0196,52,50
6.66667,168,12
58.2524,43,60
26.5193,133,48
41.7219,88,63
19.3277,288,69
12.5,119,17
64.3939,47,85
62.2378,54,89
53.6082,90,104
82.5,14,66
56.7742,67,88
77.5701,72,249
90.8602,17,169
67.7852,48,101
15.5556,114,21
38.0952,65,40
1.24481,238,3
8.33333,110,10
53.2258,58,66
12.1795,137,19
15.9091,148,28
9.1954,158,16
36.4286,89,51
26.087,102,36
98.1013,3,155
18.2171,211,47
26.0163,91,32
67.0455,58,118
64.8485,58,107
1.08401,365,4
44.7368,63,51
85.1351,11,63
41.1765,50,35
1.08696,182,2
23.3227,240,73
84.7826,14,78
12.6866,117,17
3.67647,131,5
98.7342,2,156
4.5977,166,8
76.2295,29,93
12.3077,114,16
90.9091,9,90
82.1053,17,78
80.5556,21,87
81.5534,19,84
77.8598,60,211
80.6452,24,100
22.8571,162,48
92.2619,13,155
56.5789,66,86
25.3165,177,60
33.5,133,67
53.3333,42,48
48.7342,81,77
44.6701,109,88
70.9677,54,132
22.973,114,34
36.2573,109,62
89.7196,11,96
19.708,110,27
47.205,85,76
29.5567,143,60
68.3673,31,67
38.961,94,60
95.4023,8,166
65.7143,36,69
16.9492,98,20
2.87356,169,5
82.8877,32,155
74.8252,36,107
5.06329,150,8
24.6269,101,33
6.76329,193,14
61.7647,39,63
57.8571,118,162
97.9866,3,146
89.3519,23,193
68.8525,38,84
93.8172,23,349
68.9655,36,80
45.5556,147,123
16.8675,138,28
89.2473,10,83
51.3393,109,115
20.6897,207,54
3.22581,120,4
17.1233,121,25
89.9281,14,125
0,140,0
30.9524,87,39
80.9524,24,102
62.6016,46,77
74.5562,43,126
43.5714,79,61
68.5083,57,124
9.32203,107,11
7.20721,103,8
78.5311,38,139
3.53982,218,8
68,64,136
63.1068,38,65
100,0,216
2.85714,170,5
61.2245,38,60
61.8705,53,86
45.5696,86,72
17.8571,92,20
7.69231,120,10
25.4054,138,47
75.8333,29,91
54.1284,50,59
2.50627,389,10
4.93827,77,4
6.91489,175,13
56.8807,47,62
53.7931,67,78
10.2459,219,25
1.31579,150,2
43.4109,73,56
71.3333,43,107
69.2913,39,88
64.9485,34,63
29.2035,80,33
38.6555,73,46
16,126,24
98.4962,2,131
6.20155,121,8
48.5294,140,132
39.4958,72,47
45.8904,158,134
87.619,13,92
18.7166,152,35
54.3478,42,50
9.49367,143,15
40,90,60
11.1111,112,14
74.4,32,93
98.0952,4,206
97.8495,2,91
31.6667,82,38
8.95522,122,12
73.0769,98,266
79.6296,22,86
92.8058,10,129
95.6989,4,89
14.6465,169,29
7.49064,247,20
64.2276,44,79
3.82166,151,6
77.7778,32,112
75.2381,52,158
84.5455,17,93
100,0,271
75.8929,27,85
58.7302,78,111
77.7778,44,154
29.7794,191,81
12.973,161,24
60.9756,32,50
13.6691,120,19
17.2727,91,19
9.27152,137,14
21.875,100,28
91.5751,23,250
30.622,145,64
15,187,33
27.6119,97,37
65,35,65
2.5,117,3
21.1679,108,29
69.8529,41,95
15.6156,281,52
85.3333,11,64
33.5938,85,43
95.082,6,116
73.743,47,132
81.8898,23,104
87.9781,22,161
39.6396,67,44
23.3766,118,36
59.4595,105,154
54.5455,50,60
2.34375,375,9
73.6434,34,95
1.88088,313,6
71.3615,61,152
50,84,84
29.108,151,62
72.9412,46,124
28.6765,97,39
42.9224,125,94
38.5714,86,54
100,0,350
20.8333,114,30
16.0194,173,33
32.3171,111,53
9.09091,190,19
86.6667,18,117
43.3333,136,104
51.634,74,79
10.9195,155,19
89.6104,8,69
41.3793,85,60
65.2174,40,75
70.2703,33,78
67.2269,39,80
69.9115,34,79
88.4615,12,92
27.7372,99,38
98.374,2,121
12.8788,115,17
9.04255,171,17
78.4615,28,102
55.6391,59,74
11.8519,119,16
61.9469,86,140
1.85185,106,2
63.0769,48,82
20.7407,107,28
49.5327,54,53
2.22222,220,5
98.4496,2,127
47.1074,64,57
1.0989,360,4
44.8819,70,57
31.3433,92,42
95,6,114
0,158,0
79.6748,25,98
66.573,119,237
74.7748,28,83
1.66667,118,2
15.126,101,18
71.4286,30,75
90.2098,14,129
3.77358,153,6
38.924,193,123
62.5698,67,112
11.5646,130,17
5.55556,204,12
39.8496,80,53
45.8015,71,60
40.3846,155,105
26.0116,128,45
91.3979,8,85
57.8275,264,362
50.1887,132,133
42.8571,68,51
21.608,156,43
67.7083,31,65
86.7347,13,85
45.7505,300,253
38.4058,85,53
49.2308,66,64
1.34228,147,2
50.8064,61,63
46.4567,68,59
0,220,0
30.1205,116,50
15.5844,260,48
62.4113,53,88
37.5,90,54
35.3383,86,47
47.4359,82,74
12.0301,117,16
50.5618,88,90
4.10959,280,12
0.892857,333,3
63.2184,32,55
3.71901,233,9
26.3158,98,35
21.8045,104,29
58.1081,62,86
9.85915,128,14
88.4058,16,122
79.0576,40,151
17.9487,96,21
34.9727,119,64
2.5641,190,5
3.94737,146,6
44.3182,98,78
5.31401,392,22
54.2636,59,70
87.218,17,116
100,0,208
44.3038,88,70
73.1707,22,60
17.7966,97,21
65.2778,50,94
18.8312,125,29
39.8305,71,47
21.9512,96,27
9.86547,201,22
83.8095,17,88
88.0952,15,111
70.1754,34,80
40.6863,121,83
61.8123,118,191
3.24675,149,5
95.6897,5,111
82.4034,41,192
81.6901,13,58
46.1078,90,77
97.5,3,117
21.3115,144,39
66.8421,63,127
75.7576,40,125
8.73786,94,9
84.8485,15,84
97.7612,3,131
37.1257,105,62
94.7712,8,145
28.9773,125,51
59.5506,36,53
92.7835,7,90
35.567,125,69
65.0406,43,80
2.33918,167,4
34.8315,116,62
42.0213,109,79
87.5,12,84
80.6818,17,71
84.1584,16,85
67.7019,52,109
59.5652,93,137
93.7931,9,136
25.9259,120,42
68.5393,28,61
20.2703,118,30
69.8718,47,109
24.2678,181,58
63.2653,36,62
42.4837,88,65
72.8395,22,59
77.4775,25,86
41.8182,96,69
13.4454,103,16
35.1955,116,63
40.3226,74,50
33.6449,71,36
92.1053,9,105
63.6871,65,114
77.551,22,76
38.2716,100,62
20.3593,133,34
56.25,70,90
5.44554,191,11
62.9032,46,78
49.5146,52,51
14.4737,130,22
25.9542,97,34
51.0638,46,48
98.2063,4,219
61.8852,93,151
20,148,37
25,87,29
5.99251,251,16
75.6522,28,87
14.6154,111,19
1.17994,335,4
14.5833,123,21
23.6111,110,34
84.0909,14,74
57.1429,54,72
21.4286,154,42
28.5714,135,54
83.5938,21,107
11.1702,167,21
17.1875,159,33
5.6,118,7
23.1638,136,41
46.8254,67,59
63.1579,49,84
92.3664,10,121
2.5974,150,4
54.375,73,87
6.75676,276,20
23.7864,157,49
76.5306,23,75
12.5436,251,36
48.125,83,77
10.219,123,14
54.2056,49,58
41.0256,69,48
18.75,104,24
14.094,128,21
37.5796,98,59
5,152,8
62.7551,73,123
60.4651,85,130
28.6996,159,64
57.8947,80,110
50.7463,66,68
67.2956,52,107
60.3774,63,96
7.04225,132,10
94.2149,7,114
87.8049,15,108
11.3514,164,21
69.3694,34,77
0,238,0
18.3333,98,22
31.3043,79,36
62.3457,61,101
6.14754,229,15
57.8947,48,66
75.4601,40,123
26.7327,74,27
0,317,0
64.0523,55,98
39.7351,91,60
20.339,188,48
16.7488,169,34
14.8305,201,35
16.8269,173,35
68.3761,37,80
0.694444,286,2
96.4286,4,108
63.5593,43,75
3.07167,284,9
24.4604,105,34
4.01786,215,9
98.4772,3,194
70.3704,40,95
84.5679,25,137
46.4789,76,66
31.0811,204,92
97.1014,6,201
97.619,2,82
24.1611,113,36
40.1361,88,59
25.974,114,40
35.4331,82,45
25,105,35
92.7273,16,204
90.4564,23,218
78.8321,29,108
26.3889,159,57
29.1667,170,70
35,104,56
98.1982,2,109
10.6742,159,19
100,0,163
48.1481,56,52
28.6885,87,35
1.85185,159,3
95.6757,8,177
77.1739,21,71
24.7788,85,28
92.5,12,148
14.8438,109,19
33.0578,81,40
1.69014,349,6
100,0,378
87.5969,16,113
7.23684,141,11
6.84211,177,13
19.6721,147,36
10.0418,215,24
66.3934,41,81
4.35967,351,16
62.1622,56,92
14.6341,385,66
19.1781,177,42
64.2384,54,97
60.8295,85,132
15.4321,137,25
83.3333,19,95
18,205,45
34.2466,96,50
9.28074,391,40
31.4815,111,51
7.10059,157,12
75.8064,45,141
32.8125,129,63
70.8029,40,97
65.8163,67,129
61.4754,47,75
49.1525,60,58
29.8507,94,40
18.6747,135,31
29.8969,136,58
3.26087,178,6
36.3184,128,73
63.4328,49,85
86.9565,12,80
32.8244,88,43
71.3115,35,87
7.14286,208,16
46.5686,109,95
58.8235,63,90
17.4129,166,35
30.8642,112,50
5.08475,224,12
38.5827,78,49
75.6757,36,112
5.64103,184,11
72.7273,42,112
81.5126,44,194
20,88,22
2.13675,229,5
42.2819,86,63
90.5109,13,124
0,142,0
72.6257,49,130
5.77778,212,13
48.6772,97,92
6.70554,320,23
96.7391,3,89
70.7965,33,80
79.6296,44,172
98.324,3,176
16.6667,120,24
75,33,99
57.8378,78,107
91.1765,15,155
66.6667,66,132
29.4479,115,48
88.2576,31,233
55.5102,109,136
12.6761,124,18
26.4151,78,28
11.194,119,15
89.011,10,81
55.4217,74,92
97.5247,5,197
63.7795,46,81
8.46154,119,11
10.2151,167,19
29.3515,207,86
36.3636,70,40
77.7778,28,98
54.4218,67,80
42.7419,71,53
91.4894,8,86
33.9506,107,55
7.14286,182,14
81.7308,19,85
14.2857,246,41
14.8718,166,29
0,200,0
32.0988,110,52
12,132,18
47.4138,61,55
6,141,9
10.0559,161,18
68.5567,61,133
43.2836,76,58
15.6716,113,21
10.9589,260,32
67.0588,56,114
9.92908,127,14
92.4051,12,146
0.641026,310,2
95.6522,8,176
82.6087,20,95
16.6253,336,67
0,262,0
45.9716,114,97
56.4103,68,88
22.8311,169,50
72.2892,46,120
58.4541,86,121
18.0064,255,56
95,7,133
30.2198,127,55
2.27273,129,3
34.3348,153,80
66.9528,77,156
31.1688,106,48
81.3187,17,74
2.12766,184,4
50,81,81
91.5493,12,130
64.7321,79,145
66.8016,82,165
9.32642,175,18
97.9885,7,341
58.4158,42,59
6.31579,178,12
52,84,91
3.14136,185,6
16.9355,103,21
56.7568,48,63
86.9231,17,113
43.4018,193,148
46.2209,185,159
20.6522,73,19
52.5926,64,71
1.875,157,3
46.5278,77,67
36.4583,61,35
88.8889,11,88
3.74332,180,7
75.8064,15,47
69.6,38,87
79.798,20,79
34.6821,113,60
31.5476,115,53
14.4231,89,15
68.2927,52,112
22.2222,98,28
6.21762,181,12
0.97561,203,2
7.95848,266,23
45.2489,121,100
72.043,26,67
20.7792,122,32
33.6957,122,62
31,138,62
27.9221,111,43
3.40136,142,5
93.2927,11,153
6.06061,186,12
2.47934,118,3
40.1869,64,43
42.963,77,58
45.6044,99,83
10.8108,198,24
85.567,14,83
63.3929,41,71
20,92,23
75.8824,41,129
69.5238,32,73
37.7953,79,48
72.7891,40,107
60.9091,43,67
34.9057,69,37
50.5682,87,89
40.4762,75,51
18.5484,101,23
58.4746,49,69
43.609,75,58
38.2114,76,47
34.5794,70,37
62.6761,53,89
15.6863,129,24
45,66,54
61.1111,84,132
33.8384,131,67
17.1053,189,39
29.7297,78,33
70.7317,36,87
26.4706,100,36
6.83761,327,24
84.2857,22,118
25.1256,149,50
56.044,40,51
97.7941,3,133
15.8798,196,37
54.717,72,87
2.37154,247,6
14.2857,162,27
49.4737,48,47
67.7215,51,107
79.1667,25,95
47.5,63,57
43.2,71,54
78.0702,25,89
50.3226,154,156
19.0476,221,52
72.7778,49,131
82.2581,22,102
46.7391,49,43
66.9811,35,71
13.1387,119,18
33.5106,250,126
5.88235,112,7
4.0201,191,8
39.7436,94,62
39.2405,96,62
50.3145,79,80
58.4,52,73
52.5253,94,104
44.9438,98,80
7.69231,168,14
54.717,144,174
18.1208,122,27
36.014,183,103
12.5,105,15
23.4043,108,33
98.5185,2,133
5.84795,161,10
55.4502,94,117
74.8148,34,101
29.1045,95,39
63.3136,62,107
49.2063,96,93
0,364,0
82.6923,18,86
37.9679,116,71
7.19424,129,10
74.0909,57,163
75.7009,26,81
35.0318,102,55
33.9623,175,90
32.2034,200,95
6.70391,334,24
24.5763,178,58
17.6471,98,21
8.83978,165,16
29.1005,134,55
13.4146,142,22
0,163,0
39.5349,130,85
97.7528,2,87
30.4636,105,46
2.91971,266,8
82.3009,20,93
27.6923,94,36
46.875,68,60
6.34146,192,13
66.2651,112,220
96.2025,6,152
97.3913,3,112
12.6923,227,33
29.8667,263,112
34.9398,108,58
55.3333,67,83
39.2857,85,55
5.36913,282,16
75.6757,27,84
32.4324,75,36
46.7005,105,92
30.6818,61,27
93.75,8,120
21.8543,118,33
72.5664,31,82
0,232,0
59.322,72,105
4.26667,359,16
37.0629,90,53
63.2911,58,100
63.0952,62,106
10.1911,141,16
35.461,91,50
60.1093,73,110
87.5912,17,120
85.7143,14,84
93.6364,7,103
12.7907,150,22
68.5714,33,72
66.092,59,115
50.3106,80,81
35.9155,91,51
2.05761,238,5
24,95,30
7.61905,97,8
36.6492,121,70
83.7607,19,98
71.5232,43,108
89.0244,9,73
76.3949,55,178
61.6883,59,95
52.6316,45,50
10.7843,91,11
37.2973,116,69
40.2878,83,56
75.974,37,117
1.03093,288,3
27.027,81,30
0,228,0
84.2105,21,112
49.4186,87,85
84.7619,16,89
8.38323,153,14
0,294,0
10,144,16
13.4615,180,28
43.8596,64,50
66.4557,53,105
85.7868,28,169
18.7134,139,32
15.3846,121,22
84.4444,14,76
70.8333,42,102
26.3158,112,40
14.8387,132,23
74.026,20,57
13.4752,122,19
34.5679,106,56
5.28846,197,11
14.2857,144,24
44.335,113,90
17.2249,173,36
89.3939,21,177
48.1308,111,103
78.4314,22,80
80.163,73,295
43.2624,80,61
97.7654,4,175
71.2,36,89
31.6176,93,43
30.6748,113,50
21.8182,86,24
47.6395,122,111
72.1154,29,75
5.7554,131,8
38.3333,148,92
5.17241,220,12
94.5679,22,383
77.7778,36,126
25,114,38
79.8561,28,111
25,261,87
15,170,30
20.4724,101,26
34.127,83,43
7.09877,301,23
27.6786,81,31
8.05369,137,12
68.0851,60,128
94.7368,5,90
25.6757,110,38
0.692042,287,2
10.1351,133,15
13.0435,100,15
11.6009,381,50
11.1111,176,22
78.4946,20,73
35.0877,74,40
1.92308,102,2
39.5522,81,53
25.9259,100,35
57.6923,55,75
96.8992,4,125
28.2051,168,66
65.2174,48,90
29.3671,279,116
39.1304,70,45
28.4153,262,104
12.9032,108,16
69.3548,133,301
0,327,0
90.9836,33,333
89.0511,15,122
4.27632,291,13
78.8136,25,93
98.6842,2,150
6.06061,372,24
37.4046,82,49
85.4369,15,88
5.12821,222,12
22.8758,118,35
68.8034,73,161
80.303,26,106
94.2105,11,179
9.25926,147,15
13.9073,130,21
87.5,19,133
60.2837,112,170
72.7273,39,104
10.9375,114,14
71.5847,52,131
93.0818,11,148
31.9328,81,38
55.1402,48,59
2.48963,235,6
4.22535,136,6
6.80628,178,13
34.0426,93,48
19.7531,260,64
75.9615,25,79
60.7843,40,62
37.5,100,60
27.0992,191,71
43.6508,142,110
39.6296,326,214
50.3401,146,148
5.53936,324,19
47.1947,160,143
70.5882,45,108
35.8779,84,47
48.366,79,74
36.9369,70,41
4.375,153,7
22.5,93,27
48.2143,58,54
62.6087,43,72
14.2857,126,21
40.1163,103,69
36.5672,85,49
12.6437,152,22
39.7683,156,103
4.53258,337,16
7.57576,366,30
12.3457,213,30
89.1304,10,82
61.5385,50,80
8.09524,193,17
27.4112,143,54
11.3924,140,18
71.9595,83,213
43.75,72,56
22.5275,141,41
50.3876,64,65
9.2437,108,11
16.0714,188,36
6.73077,97,7
6.38298,176,12
15.9574,79,15
11.3043,102,13
75.2525,49,149
0,388,0
30.6122,102,45
92.2414,9,107
68.8889,42,93
11.7647,135,18
51.3333,73,77
95.7447,4,90
33.9286,74,38
61.1354,89,140
50.5208,95,97
64.1711,67,120
42.9907,61,46
7.32601,253,20
86.1111,40,248
98.6755,2,149
70.8934,101,246
0.803213,247,2
66.3043,62,122
95.1923,5,99
59.0909,108,156
48.6111,111,105
3.97727,169,7
94.8186,10,183
0,212,0
68.3544,50,108
39.6552,70,46
67.1875,42,86
84.9057,16,90
41.4773,103,73
0,211,0
0,270,0
3.27869,354,12
4.93506,366,19
67.217,139,285
44.3709,84,67
10.2273,158,18
64.8649,52,96
45.5621,92,77
62.2222,51,84
48.75,82,78
29.8182,193,82
92.1875,10,118
41.6058,80,57
77.6923,29,101
37.2549,96,57
96.8085,3,91
35.4545,71,39
53.041,332,375
90.3614,8,75
73.9496,31,88
33.5689,188,95
97.1698,3,103
7.33333,139,11
1.25,158,2
16.7939,109,22
73.5537,32,89
5.08475,168,9
1.95531,351,7
8.57143,224,21
76.5152,31,101
61.3953,83,132
34.965,93,50
80.625,31,129
19.7425,374,92
44.0476,94,74
50.4202,59,60
74.8466,41,122
14.1079,207,34
9.74026,139,15
69.8113,64,148
42.6471,78,58
86.3248,16,101
82.5581,30,142
47.7477,58,53
46.789,58,51
15.2284,334,60
31.7365,114,53
49.0323,79,76
19.7368,122,30
17.7034,172,37
32.4324,125,60
33.0357,75,37
6.61157,113,8
56.5517,63,82
75.1825,34,103
25.7028,185,64
6.32911,148,10
70.8661,37,90
49.3421,77,75
54.3147,90,107
10.4651,154,18
67.5,65,135
22.0588,106,30
11.7347,173,23
82.906,20,97
58.209,56,78
100,0,210
43.6548,111,86
76.1644,87,278
91.0714,10,102
34.0909,116,60
23.9726,111,35
6.12245,184,12
32.0388,70,33
54.8913,83,101
82.4324,26,122
95.0649,19,366
69.281,47,106
59.3137,83,121
40.7407,96,66
95.0495,5,96
6.31068,386,26
10.274,131,15
91.954,7,80
34.0909,87,45
19.7452,126,31
5.29101,179,10
8.78378,135,13
94.964,7,132
45.9627,87,74
94.5312,7,121
3.55556,217,8
36.478,101,58
28.0851,169,66
5.7971,130,8
7.29927,127,10
91.0112,24,243
65.9259,46,89
69.2857,43,97
10.2362,114,13
84.0909,21,111
37.9808,129,79
37.457,182,109
15.1786,95,17
55.5,89,111
18.8755,202,47
90.8257,10,99
16.8182,183,37
91.4474,13,139
16.2338,129,25
62.2857,66,109
90.367,21,197
58.9744,48,69
10.3226,139,16
0,340,0
80.6723,23,96
8.59951,372,35
12.2449,301,42
58.0214,157,217
2.53165,154,4
38.0952,78,48
69.0648,43,96
83.1776,18,89
74.3243,38,110
48.4848,68,64
91.6667,9,99
44.5946,82,66
2.83019,206,6
48.1268,180,167
36.6038,168,97
7.97872,173,15
44.4444,140,112
94.2675,9,148
27.3885,114,43
2.12014,277,6
35.0365,89,48
5.64972,167,10
12.766,123,18
17.6923,107,23
11.5183,169,22
98.4456,3,190
44.0678,66,52
66.0256,53,103
73.7864,27,76
77.2727,20,68
0,198,0
67.1053,75,153
0.925926,321,3
2.8777,135,4
92.5197,19,235
66.8675,55,111
60.9524,41,64
22.4138,90,26
75,27,81
10.3627,173,20
85.5769,15,89
57.7689,106,145
0,245,0
71.5303,80,201
1.88679,156,3
52.7607,77,86
87.6923,16,114
100,0,175
84.4262,19,103
18.6992,100,23
24.8756,151,50
78.882,68,254
50.4,62,63
67.5325,50,104
72.5714,48,127
0.724638,274,2
11.1511,247,31
65.5844,53,101
96.0133,12,289
71.4286,40,100
51.4894,114,121
55.0388,58,71
12.7273,144,21
8.64198,222,21
90.625,15,145
85.2564,23,133
2.53807,384,10
24.8869,166,55
23.8095,160,50
85.5422,24,142
10.8787,213,26
25.3968,94,32
4.94297,250,13
2.39521,163,4
17.7305,116,25
0,286,0
4.18605,206,9
46.6667,64,56
86.6667,10,65
72.1739,32,83
17.4699,137,29
81.0345,22,94
100,0,214
57.2139,86,115
87.2881,15,103
53.0303,62,70
32.5,81,39
47.6454,189,172
71.8519,38,97
52.1368,56,61
23.0126,184,55
45.4545,48,40
14,215,35
44.1624,110,87
20.4819,264,68
15.0442,288,51
17.0213,156,32
61.8644,45,73
7.74194,143,12
0.772201,257,2
92.7393,22,281
17.8082,180,39
1.57068,188,3
33.5878,87,44
56.0748,47,60
43.4783,104,80
98.8764,2,176
67.1141,49,100
68.5446,67,146
13.986,123,20
11.2821,173,22
37.1069,100,59
81.0526,18,77
90.3226,9,84
62.3932,44,73
4.02685,286,12
18.9474,154,36
33.9623,105,54
13.7255,176,28
52.1472,78,85
58.2677,53,74
94.8387,8,147
6.17978,167,11
0,315,0
9.90991,100,11
29.4643,79,33
79.0909,23,87
2.7668,246,7
24.6544,327,107
86.4865,20,128
60.2941,54,82
56.3319,100,129
32.9114,106,52
49.5935,62,61
75.2475,25,76
51.0417,141,147
50,60,60
2.11268,139,3
46.1538,98,84
5.67686,216,13
53.211,51,58
41.9753,94,68
15.2941,144,26
4.62185,227,11
52.3364,51,56
69.6721,37,85
51.8707,283,305
3.33333,145,5
13.6364,95,15
78.0488,27,96
12.0833,211,29
37.2294,145,86
53.6723,82,95
31.2102,108,49
95.7627,5,113
9.77918,286,31
66.9604,75,152
12.6984,165,24
29.3617,166,69
7.46269,372,30
89.2086,15,124
73.6842,50,140
29.1667,85,35
38.3784,114,71
64.9254,47,87
100,0,226
21.0938,303,81
11.3208,188,24
17.7914,134,29
44.8276,112,91
79.8611,29,115
54.5455,55,66
42.6035,97,72
36.5854,78,45
17.4312,90,19
96.7213,4,118
8.40708,207,19
35.9684,162,91
11.9171,170,23
44.6154,72,58
39.9015,122,81
16.5289,101,20
54.8387,140,170
59.2593,55,80
8.33333,154,14
3.68664,209,8
33.4928,139,70
8.25243,189,17
95.2941,4,81
38.4615,80,50
66.9903,34,69
18.2796,152,34
17.9104,110,24
53.4483,54,62
76.3636,39,126
1.07527,184,2
76.1273,90,287
37.5,85,51
4.48718,149,7
91.2409,12,125
59.3023,70,102
51.1278,65,68
80.2469,64,260
60.3261,73,111
20.904,140,37
53.0556,169,191
28.0992,87,34
43.9716,79,62
22.4,97,28
39.8104,127,84
11.236,158,20
46.988,132,117
24.1935,141,45
0.606061,328,2
42.5532,81,60
9.39597,135,14
92.0455,7,81
2.3166,253,6
58.0153,55,76
50,53,53
0.742574,401,3
57.6923,99,135
79.4702,31,120
7.2,116,9
84.5815,35,192
89.1892,8,66
78.4483,25,91
83.0508,20,98
95,5,95
76.0274,70,222
34.8148,88,47
15.7407,91,17
91.2281,20,208
31.9728,100,47
100,0,218
3.81471,353,14
27.1186,129,48
90.4762,12,114
38.2609,71,44
82.7338,24,115
30.2632,159,69
21.7391,144,40
24.5714,132,43
46.9027,120,106
46.6418,143,125
73.494,44,122
15.261,211,38
4.73934,201,10
57.377,52,70
6.89655,135,10
3.50877,220,8
11.6667,106,14
17.5926,89,19
21.3793,114,31
31.2195,141,64
25.1613,116,39
80.531,22,91
80.083,48,193
45.3901,77,64
33.3333,104,52
74.7253,23,68
95.8506,10,231
81.9672,33,150
32.0261,104,49
8.81226,238,23
70.303,49,116
38.9831,108,69
48.9933,76,73
100,0,246
47.3333,79,71
59.854,55,82
32.4607,129,62
5.76369,327,20
46.7213,65,57
26.4045,131,47
8.33333,341,31
46.2185,64,55
9.77778,203,22
33.871,82,42
32.2148,101,48
81.7391,21,94
57.1429,48,64
17.3077,129,27
99.1968,2,247
11.2583,134,17
19.469,182,44
32.7103,72,35
91.9831,19,218
8.98876,324,32
84.6939,30,166
8.76289,177,17
12.6246,263,38
41.4894,55,39
37.1212,83,49
65.8291,68,131
65.1575,177,331
65.8228,54,104
7,186,14
82.0513,21,96
100,0,219
24.6305,153,50
43.9614,116,91
68.6957,36,79
3.7234,181,7
41.2371,57,40
28,180,70
23.0769,110,33
8.63636,201,19
45,99,81
19.5876,312,76
6.36364,206,14
19.8413,101,25
22.1374,102,29
8.18713,157,14
78.8235,54,201
24.7475,149,49
6.32911,222,15
18.1818,252,56
76.0684,84,267
18.6275,166,38
45.7627,64,54
88.1579,18,134
23.8806,102,32
31.5789,143,66
11.9658,103,14
33.0508,79,39
71.9298,32,82
36.1582,113,64
77.809,79,277
1.24224,159,2
37.234,118,70
60.8696,63,98
81.6,23,102
74.3363,29,84
44.7619,58,47
28.0488,118,46
87.7778,11,79
9.09091,120,12
81.4159,21,92
87.3134,17,117
94.6809,5,89
13.3333,208,32
82.069,26,119
38.2199,118,73
57.3913,49,66
64.8649,78,144
81.3084,20,87
26.0504,176,62
7.47664,198,16
12.7451,178,26
72.7941,37,99
34.2857,69,36
63.6816,73,128
0.986842,301,3
45.3704,59,49
31.5436,102,47
41.3174,98,69
83.3333,29,145
21.978,71,20
2.95858,164,5
4.16667,161,7
79.3919,61,235
30.9524,116,52
12.4294,155,22
53.5912,84,97
5.47945,207,12
30.719,106,47
16.1538,109,21
44.5455,61,49
15.3846,99,18
24.0385,79,25
76.1364,21,67
66.9565,38,77
11.4458,147,19
22.3301,160,46
25.1656,113,38
5.38462,123,7
0,168,0
33.3333,126,63
54,46,54
75.1773,35,106
38.4615,72,45
94.0299,8,126
76.5957,22,72
23.2911,303,92
51.4925,65,69
12.4138,127,18
14.7436,133,23
20.197,162,41
70.5479,43,103
27.7027,214,82
18.6528,157,36
77.3913,26,89
5.22388,127,7
66.6667,45,90
48.3516,94,88
36.7647,86,50
6.46766,188,13
43.6508,71,55
70.9677,36,88
3.93258,171,7
86.0104,27,166
5.53506,256,15
29.3103,82,34
13.5659,223,35
47.4227,102,92
98.9474,2,188
14.4928,118,20
1.5625,252,4
19.8529,109,27
21.2389,89,24
84.9462,14,79
75.2941,21,64
29.6296,114,48
4.09357,164,7
25.6579,113,39
1.95122,201,4
13.3333,169,26
20.9677,147,39
93.6842,6,89
99.1632,2,237
87.7551,18,129
66.1225,83,162
19.6765,298,73
40.2778,86,58
4,144,6
77.1536,61,206
9.87654,219,24
77.7778,24,84
6.21302,317,21
14.1844,242,40
20,364,91
31.4607,122,56
73.8372,45,127
83.3333,20,100
11.2108,198,25
42.9348,105,79
16.8224,178,36
16.4835,152,30
3.22581,150,5
73.1214,93,253
5.29801,143,8
38.526,367,230
11.6438,129,17
